"accelRating","age","agilityRating","awareRating","bCVRating","bigHitTrait","birthDay","birthMonth","birthYear","blockShedRating","breakSackRating","breakTackleRating","cITRating","capHit","capReleaseNetSavings","capReleasePenalty","carryRating","catchRating","changeOfDirectionRating","clutchTrait","college","confRating","contractBonus","contractLength","contractSalary","contractYearsLeft","coverBallTrait","dLBullRushTrait","dLSpinTrait","dLSwimTrait","desiredBonus","desiredLength","desiredSalary","devTrait","draftPick","draftRound","dropOpenPassTrait","durabilityGrade","experiencePoints","feetInBoundsTrait","fightForYardsTrait","finesseMovesRating","firstName","forcePassTrait","hPCatchTrait","height","highMotorTrait","hitPowerRating","homeState","homeTown","impactBlockRating","injuryLength","injuryRating","injuryType","intangibleGrade","isActive","isFreeAgent","isOnIR","isOnPracticeSquad","jerseyNum","jukeMoveRating","jumpRating","kickAccRating","kickPowerRating","kickRetRating","lBStyleTrait","lastName","leadBlockRating","legacyScore","manCoverRating","passBlockFinesseRating","passBlockPowerRating","passBlockRating","penaltyTrait","physicalGrade","playActionRating","playBallTrait","playRecRating","playerBestOvr","playerSchemeOvr","portraitId","posCatchTrait","position","powerMovesRating","predictTrait","presentationId","pressRating","productionGrade","pursuitRating","qBStyleTrait","reSignStatus","releaseRating","rookieYear","rosterId","routeRunDeepRating","routeRunMedRating","routeRunShortRating","runBlockFinesseRating","runBlockPowerRating","runBlockRating","runStyle","scheme","sensePressureTrait","sizeGrade","skillPoints","specCatchRating","speedRating","spinMoveRating","staminaRating","stiffArmRating","strengthRating","stripBallTrait","tackleRating","teamId","teamSchemeOvr","throwAccDeepRating","throwAccMidRating","throwAccRating","throwAccShortRating","throwAwayTrait","throwOnRunRating","throwPowerRating","throwUnderPressureRating","tightSpiralTrait","toughRating","truckRating","weight","yACCatchTrait","yearsPro","zoneCoverRating","id","team","signatureSlotList"
74,28,67,69,20,0,25,11,1991,15,12,8,10,890000,500000,390000,33,30,47,0,"Auburn",50,390000,1,500000,1,4,0,0,0,0,0,0,0,14,4,0,0,4750,0,0,20,"Shon",2,0,77,1,44,41,"Memphis",78,0,81,66,57,false,false,true,false,79,21,74,22,24,10,1,"Coleman",76,0,12,59,68,66,0,81,6,1,10,59,59,7951,0,"LT",32,0,17792,10,0,23,0,0,12,2015,554041788,5,5,10,65,62,63,5,6,1,99,0,12,66,19,83,26,84,0,30,1012793344,57,6,6,25,6,0,6,25,7,0,87,31,310,0,4,15,"554041788","49ers",
92,27,92,76,80,0,16,4,1993,29,23,75,69,4900000,4900000,0,86,68,88,0,"Indiana",50,3100000,2,5400000,1,4,0,0,0,0,0,0,0,10,4,0,0,3783,1,0,5,"Tevin",2,0,73,0,33,12,"Tinley Park",39,0,82,97,77,true,false,false,false,26,84,84,17,16,77,1,"Coleman",41,500,10,40,44,59,1,89,10,1,25,77,77,7054,0,"HB",5,0,2401,10,0,29,0,0,55,2014,554041789,54,62,69,34,35,44,3,2,1,95,0,69,92,77,86,75,69,0,35,1012793344,77,10,15,34,20,0,10,37,13,0,83,77,210,0,5,20,"554041789","49ers",
79,31,61,77,10,0,10,5,1989,32,12,8,15,1050000,500000,550000,35,29,49,0,"South Dakota",50,550000,1,500000,1,4,0,0,0,0,0,0,0,24,7,0,0,7472,0,0,30,"Tom",2,0,78,1,40,22,"Rosemount",80,0,94,97,67,true,false,false,false,66,10,74,15,27,10,1,"Compton",78,250,11,65,68,67,0,83,6,1,21,67,67,5111,0,"RG",40,0,11484,10,0,45,0,0,15,2011,554041804,5,5,15,76,69,74,5,6,1,99,0,15,69,10,86,10,87,0,35,1012793344,67,6,6,16,6,0,6,31,10,0,85,19,315,0,8,11,"554041804","49ers",
83,25,72,77,60,0,26,1,1995,29,14,50,78,750000,750000,0,72,83,68,0,"San Diego",50,0,1,750000,1,4,0,0,0,0,0,0,0,0,64,0,0,716,0,0,17,"Ross",2,1,77,1,27,4,"El Dorado Hills",64,0,87,97,67,true,false,false,false,82,60,71,15,18,18,1,"Dwelley",55,0,14,51,55,57,1,72,6,1,22,67,67,9761,1,"TE",17,0,13740,17,0,28,0,0,65,2017,554042000,55,63,67,54,58,58,11,0,1,93,0,80,77,54,78,57,72,0,33,1012793344,67,6,10,29,15,0,10,30,10,0,85,64,235,0,2,21,"554042000","49ers",
87,29,87,85,32,0,19,3,1991,70,12,21,15,6400000,700000,20070000,50,45,70,0,"Auburn",50,33420000,5,51950000,4,4,0,1,1,0,0,0,1,24,2,0,0,9270,0,0,86,"Dee",2,0,74,1,76,0,"Odenville",77,0,83,97,83,true,false,false,false,55,40,85,12,14,10,0,"Ford",17,750,53,45,45,45,0,86,6,1,80,83,83,6418,0,"LE",80,0,10861,20,0,87,0,11,30,2013,554042117,5,5,15,45,45,45,5,14,1,97,0,20,85,60,83,35,84,1,80,1012793344,83,6,6,19,6,0,6,25,16,0,86,28,252,0,6,64,"554042117","49ers",
77,32,67,85,25,0,6,4,1988,63,12,5,10,2000000,860000,1140000,45,40,51,0,"Air Force",50,1140000,1,860000,1,4,1,0,0,0,0,0,0,0,64,0,0,7770,0,0,49,"Ben",2,0,77,1,60,5,"Grand Junction",78,0,92,97,71,true,false,false,false,63,22,84,14,14,15,1,"Garland",82,265,15,72,67,70,1,81,6,1,70,71,71,7127,0,"C",66,0,2306,10,0,65,0,0,15,2012,554042175,5,5,10,77,72,76,15,2,1,99,0,12,65,25,81,25,84,0,65,1012793344,71,6,6,32,6,0,6,34,11,0,89,34,308,0,7,20,"554042175","49ers",
81,28,76,76,66,0,2,11,1991,16,78,52,15,26600000,24600000,6000000,62,35,76,0,"Eastern Illinois",50,10000000,5,126850000,3,4,0,0,0,0,0,0,1,31,3,0,0,15587,0,0,10,"Jimmy",2,0,74,1,12,12,"Arlington Heights",28,0,86,97,73,true,false,false,false,10,63,75,10,20,10,1,"Garoppolo",22,750,17,10,10,10,1,84,91,1,22,75,75,6429,0,"QB",10,0,10866,10,0,37,0,11,20,2013,554042177,14,16,17,10,10,26,1,6,3,96,0,25,73,56,88,39,63,0,16,1012793344,73,80,82,76,87,1,84,88,86,1,91,42,225,0,6,19,"554042177","49ers",
78,23,68,63,16,0,1,3,1997,71,12,17,10,610000,0,0,27,32,55,0,"Penn State",50,0,1,610000,1,4,0,0,1,0,0,0,0,0,64,0,0,2534,0,0,74,"Kevin",2,0,73,1,75,37,"Altoona",80,0,87,97,63,true,false,false,false,90,17,76,20,20,10,0,"Givens",32,0,19,45,45,45,1,80,6,1,60,66,66,9472,0,"DT",67,0,20682,10,0,78,0,0,12,2018,554042214,2,3,10,45,45,45,15,12,1,94,0,12,70,13,75,24,86,0,77,1012793344,63,6,6,25,6,0,6,25,10,0,88,35,285,0,1,29,"554042214","49ers",
64,37,52,70,10,0,6,12,1982,23,17,17,10,5730000,4220000,8630000,40,15,45,1,"Penn State",50,8630000,3,5220000,3,4,0,0,0,0,0,0,1,0,64,0,0,47850,0,0,10,"Robbie",2,0,72,0,12,37,"Lock Haven",20,0,90,97,79,true,false,false,false,9,10,27,86,94,10,1,"Gould",15,2400,11,16,16,16,1,94,20,1,19,80,80,1275,0,"K",10,0,27154,10,0,21,0,11,12,2004,554042248,10,10,10,16,16,20,5,3,1,99,0,12,58,10,75,10,25,0,23,1012793344,79,25,30,20,35,0,20,29,27,0,65,10,190,0,15,14,"554042248","49ers",
82,29,62,82,10,0,12,8,1991,21,12,5,10,750000,750000,0,39,25,55,0,"Oregon",50,0,1,750000,1,4,0,0,0,0,0,0,0,8,4,0,0,8052,0,0,10,"Hroniss",2,0,75,1,20,4,"Northridge",80,0,87,97,61,true,false,false,false,50,10,69,21,23,10,1,"Grasu",77,0,11,63,65,64,1,78,6,1,28,63,63,7144,0,"C",10,0,2513,10,0,37,0,0,12,2014,554042256,5,5,10,66,68,67,5,2,1,92,0,12,70,10,83,10,78,0,25,1012793344,61,6,6,19,6,0,6,20,13,0,85,20,303,0,5,12,"554042256","49ers",
87,23,80,80,53,0,25,5,1997,69,12,37,35,660000,-80000,240000,55,63,74,0,"Arkansas",50,320000,4,2520000,3,3,0,0,0,0,0,0,1,11,6,0,0,4915,0,0,61,"Dre",2,0,72,1,84,3,"Fayetteville",73,0,85,97,77,true,false,false,false,57,51,80,12,18,10,1,"Greenlaw",27,0,67,45,45,45,2,82,6,1,77,77,77,9480,0,"LOLB",54,0,20475,47,0,84,0,11,28,2018,554042272,20,25,33,45,45,45,5,1,1,96,0,55,84,47,88,30,72,0,87,1012793344,77,6,6,14,6,0,6,20,15,0,86,46,230,0,1,72,"554042272","49ers",
85,25,79,53,49,0,14,6,1995,68,12,33,41,500000,0,0,53,50,64,0,"Texas A&M",50,0,2,1350000,2,3,1,0,1,0,0,0,0,14,4,0,0,3701,0,0,69,"Daeshon",2,0,77,1,82,46,"Seattle",80,0,90,97,58,true,false,false,false,77,52,86,11,15,10,0,"Hall",10,0,32,45,45,45,1,80,6,1,51,63,63,8572,0,"RE",59,0,12646,28,0,78,0,11,17,2016,554042302,12,16,23,45,45,45,11,11,1,99,0,34,79,42,75,45,74,0,75,1012793344,58,6,6,19,6,0,6,15,10,0,82,37,266,0,3,44,"554042302","49ers",
88,26,81,68,61,0,9,6,1994,53,15,40,54,660000,0,0,60,61,78,0,"Florida",50,0,1,660000,1,3,0,0,0,0,0,0,0,11,7,0,0,3683,0,0,44,"Marcell",2,0,72,1,85,8,"Orlando",63,0,82,97,68,true,false,false,false,36,62,81,14,17,45,1,"Harris",22,0,68,35,35,35,1,82,6,1,65,68,68,8912,0,"SS",34,0,13402,70,0,75,0,0,25,2017,554042340,10,10,15,35,35,35,8,11,1,95,0,60,86,62,87,47,61,0,72,1012793344,68,6,6,25,6,0,6,35,16,0,80,38,215,0,2,72,"554042340","49ers",
91,25,85,60,66,0,31,7,1995,51,10,45,53,500000,0,0,60,65,82,0,"Virginia",50,0,2,1350000,2,2,0,0,0,0,0,0,0,27,7,0,0,2661,0,0,36,"Tim",2,0,73,1,53,45,"Richmond",55,0,80,97,62,true,false,false,false,35,67,90,20,20,60,1,"Harris",19,0,65,35,35,35,1,87,6,2,58,64,64,128,0,"CB",45,0,20617,70,0,72,0,11,34,2018,554042345,25,33,39,35,35,35,13,11,1,97,0,60,88,58,90,25,57,0,57,1012793344,62,6,6,35,6,0,6,35,12,0,83,25,205,0,1,62,"554042345","49ers",
90,24,91,67,85,0,23,1,1996,32,31,78,78,970000,690000,840000,78,78,84,0,"Baylor",50,1120000,4,3150000,3,4,0,0,0,0,0,0,0,4,4,1,0,3284,0,1,10,"Jalen",2,1,76,1,29,41,"Hendersonville",44,0,82,97,65,true,false,false,false,14,82,90,15,19,60,1,"Hurd",25,0,19,22,25,40,1,89,16,1,22,68,68,9512,0,"WR",10,0,20391,18,0,38,2,11,66,2018,554042501,69,72,74,19,25,40,3,3,1,99,0,79,89,78,80,61,76,0,35,1012793344,65,20,24,35,28,0,28,36,21,0,75,74,230,1,1,32,"554042501","49ers",
82,29,74,79,25,0,2,5,1991,74,12,12,17,1500000,950000,550000,37,29,64,0,"Texas Tech",50,550000,1,950000,1,3,0,0,1,0,0,0,0,0,64,0,0,1441,0,0,81,"Kerry",2,0,74,1,73,42,"Austin",85,0,87,97,67,true,false,false,false,92,24,73,19,21,9,0,"Hyder",15,0,23,44,45,45,1,77,6,1,74,73,73,7509,0,"RE",64,0,12416,22,0,80,0,0,17,2014,554042510,3,6,13,45,44,45,5,14,1,89,0,19,74,25,74,30,79,1,77,1012793344,67,6,6,21,6,0,6,22,13,0,80,33,275,0,5,36,"554042510","49ers",
92,24,90,75,83,0,5,9,1995,23,38,74,78,680000,-20000,40000,73,81,89,0,"Middle Tennessee State",50,80000,4,2460000,2,4,0,0,0,0,0,0,0,23,8,0,0,5345,1,1,10,"Richie",2,1,69,1,17,8,"Sarasota",41,0,86,97,71,true,false,false,false,13,88,84,11,16,84,1,"James Jr",21,0,16,30,26,34,1,86,29,1,18,73,73,8944,1,"WR",10,0,13267,13,0,31,0,11,68,2017,554042559,75,76,79,29,24,52,6,5,1,79,0,83,91,82,82,45,44,0,27,1012793344,71,26,34,32,39,0,39,46,25,0,76,39,185,1,2,23,"554042559","49ers",
90,28,87,68,62,0,1,12,1991,47,16,56,39,750000,750000,0,61,60,81,0,"N.C. State",50,0,1,750000,1,3,0,0,0,0,0,0,0,30,5,1,0,1527,0,0,48,"Dontae",2,0,74,0,60,29,"Pennington",45,0,92,97,66,true,false,false,false,27,72,89,19,18,55,1,"Johnson",15,400,65,35,35,35,0,87,6,0,71,67,67,6470,0,"CB",42,0,2055,72,0,65,0,0,20,2013,554042602,13,20,30,35,35,35,3,13,1,96,0,60,89,66,90,40,60,0,57,1012793344,66,6,6,21,6,0,6,25,10,0,75,33,200,0,6,69,"554042602","49ers",
81,25,77,77,29,0,19,1,1995,73,12,19,24,770000,740000,30000,31,38,63,0,"Ole Miss",50,120000,4,2420000,1,4,1,0,0,0,0,0,0,15,7,0,0,1782,0,0,57,"D.J.",2,0,72,1,78,39,"Greenville",86,0,90,97,72,true,false,false,false,93,25,71,19,23,9,0,"Jones",36,0,20,45,44,45,1,82,6,1,74,73,73,8610,0,"DT",74,0,12824,18,0,80,0,0,14,2016,554042644,5,9,17,45,46,45,13,11,1,93,0,20,71,17,76,32,87,0,81,1012793344,72,6,6,18,6,0,6,24,10,0,89,43,305,0,3,27,"554042644","49ers",
88,30,82,69,70,0,5,3,1990,73,12,49,30,910000,910000,0,55,47,66,0,"Oregon",50,0,1,910000,1,4,1,1,1,0,0,0,0,4,2,0,0,8529,0,0,74,"Dion",2,0,78,1,82,2,"Chandler",80,0,80,97,66,true,false,false,false,96,49,82,19,26,10,0,"Jordan",11,50,39,45,45,45,1,83,6,0,67,72,72,5917,0,"RE",62,0,1230,45,0,81,0,0,20,2012,554042665,4,8,15,45,45,45,5,14,1,98,0,35,83,55,69,55,72,0,79,1012793344,66,6,6,22,6,0,6,24,11,0,84,65,284,0,7,49,"554042665","49ers",
87,29,83,84,83,0,23,4,1991,33,33,64,78,6800000,5450000,1350000,76,75,79,0,"Harvard",50,5400000,4,15600000,1,4,0,0,0,0,0,0,2,34,5,0,0,7118,1,1,35,"Kyle",2,0,73,1,45,34,"Medina",72,0,93,97,87,true,false,false,false,44,76,89,19,19,45,1,"Juszczyk",92,600,15,38,42,65,1,77,10,1,20,87,87,6869,0,"FB",30,0,1599,20,0,48,0,0,72,2012,554042676,60,66,76,58,61,70,1,3,1,95,0,79,80,72,89,85,79,0,45,1012793344,87,10,15,32,20,0,10,35,25,0,87,85,235,0,7,20,"554042676","49ers","[{""isEmpty"":false,""locked"":false,""ovrThreshold"":70,""signatureAbility"":{""abilityGUID"":"""",""activationEnabled"":false,""activationId"":"""",""deactivationEnabled"":false,""deactivationId"":"""",""isPassive"":false,""isUnlocked"":false,""marketplaceAbilityAlias"":"""",""signatureActivationDescription"":"""",""signatureDeactivationDescription"":"""",""signatureDescription"":""Running backs with this ability have better catch in traffic and route running when coming out of the backfield against linebackers and linemen."",""signatureLogoId"":1120,""signatureTitle"":""Backfield Mismatch"",""startActivated"":false,""unlockRequirement"":""""}},{""isEmpty"":false,""locked"":false,""ovrThreshold"":80,""signatureAbility"":{""abilityGUID"":"""",""activationEnabled"":false,""activationId"":"""",""deactivationEnabled"":false,""deactivationId"":"""",""isPassive"":false,""isUnlocked"":false,""marketplaceAbilityAlias"":"""",""signatureActivationDescription"":"""",""signatureDeactivationDescription"":"""",""signatureDescription"":""Blockers with this ability will frequently attempt and win impact blocks against linebackers and defensive backs when playing as a lineman or fullback."",""signatureLogoId"":1233,""signatureTitle"":""Nasty Streak"",""startActivated"":false,""unlockRequirement"":""""}}]"
84,22,76,78,24,0,3,10,1997,75,12,16,16,2820000,500000,13490000,34,31,66,0,"South Carolina",50,13490000,4,2000000,4,4,1,0,1,0,0,0,1,15,2,0,0,300,0,0,74,"Javon",2,0,77,1,80,39,"Charleston",83,0,90,97,77,true,false,false,false,99,29,76,12,19,10,0,"Kinlaw",33,0,17,45,45,45,1,85,6,1,75,77,77,415,0,"DT",78,0,21133,16,0,83,2,11,17,2020,554042721,3,7,15,45,45,45,13,11,1,94,0,17,72,24,80,31,91,0,82,1012793344,77,6,6,14,6,0,6,24,17,0,86,32,319,0,0,25,"554042721","49ers",
